"product_type","product_name","size","gender","age","city","state","country","total_quantity_sold"
"Jacket","Parka","XS","Agender",28,"New Charlieville","Western Australia","Australia",1
"Jacket","Cardigan","L","Female",49,"North Avabury","South Australia","Australia",1
"Shirt","Dress","L","Female",40,"Towneport","Northern Territory","Australia",1
"Trousers","Drawstring","M","Genderfluid",75,"Muellerfurt","Queensland","Australia",1
"Trousers","Tracksuit Bottoms","L","Bigender",59,"Lake Jesse","Tasmania","Australia",1
"Jacket","Trench Coat","M","Non-binary",80,"East Sienna","New South Wales","Australia",1
"Shirt","Camp Collared","S","Agender",22,"Jordanside","Australian Capital Territory","Australia",1
"Trousers","Relaxed Leg","L","Genderfluid",61,"Kiehnstad","Australian Capital Territory","Australia",1
"Trousers","Slim-Fit","XS","Polygender",43,"East Gabriel","Australian Capital Territory","Australia",1
"Shirt","Chambray","M","Female",60,"Ameliaview","South Australia","Australia",1
"Trousers","Cargo Pants","L","Female",38,"Williammouth","Victoria","Australia",1
"Shirt","Cuban Collar","XS","Female",64,"Blakeborough","Australian Capital Territory","Australia",1
"Jacket","Shearling","S","Male",27,"Leofurt","Australian Capital Territory","Australia",1
"Shirt","Denim","M","Genderfluid",61,"Kiehnstad","Australian Capital Territory","Australia",1
"Trousers","Cords","L","Agender",27,"Sanfordton","South Australia","Australia",1
"Trousers","Joggers","S","Agender",64,"Youngview","Victoria","Australia",1
"Jacket","Peacoat","XS","Genderfluid",39,"North Jessica","Western Australia","Australia",1
"Trousers","High-Waisted","M","Female",27,"Trompview","Tasmania","Australia",1
"Shirt","Dress","S","Non-binary",63,"Lake Madelineton","Western Australia","Australia",1
"Jacket","Denim","M","Genderqueer",25,"Jacobsshire","Tasmania","Australia",1
"Trousers","Joggers","L","Male",35,"Jettstad","Australian Capital Territory","Australia",1
"Trousers","Cargo Pants","M","Genderfluid",32,"Port Sarah","Queensland","Australia",1
"Shirt","Cuban Collar","S","Female",40,"Towneport","Northern Territory","Australia",1
"Shirt","Casual Slim Fit","XS","Polygender",40,"Dietrichville","South Australia","Australia",1
"Shirt","Camp Collared","XL","Female",53,"Hallshire","Western Australia","Australia",1
"Jacket","Trench Coat","XS","Agender",41,"Lake Lukeberg","South Australia","Australia",1
"Jacket","Denim","XL","Female",59,"Farrellchester","New South Wales","Australia",1
"Shirt","Denim","S","Female",39,"East Piper","Northern Territory","Australia",1
"Shirt","Polo","XL","Genderfluid",37,"Lake Bellahaven","Queensland","Australia",1
"Trousers","High-Waisted","XL","Bigender",32,"New Beaumouth","Australian Capital Territory","Australia",1
"Shirt","Chambray","M","Female",42,"West Hamish","South Australia","Australia",1
"Jacket","Puffer","L","Genderfluid",75,"East Marcus","New South Wales","Australia",1
"Trousers","Pleated","S","Bigender",78,"Taylorfurt","New South Wales","Australia",1
"Trousers","Relaxed Leg","XS","Genderqueer",27,"Jaspermouth","Western Australia","Australia",1
"Shirt","Henley","XS","Female",75,"West Thomas","Victoria","Australia",1
"Trousers","Drawstring","M","Female",39,"North Ellabury","Northern Territory","Australia",1
"Trousers","High-Waisted","M","Non-binary",68,"Port Harrychester","Western Australia","Australia",1
"Shirt","Cuban Collar","M","Genderqueer",67,"East Benjamin","New South Wales","Australia",1
"Trousers","Drawstring","XS","Male",61,"Annaton","South Australia","Australia",1
"Trousers","Slim-Fit","L","Female",78,"Andrewborough","New South Wales","Australia",1
"Shirt","Flannel","L","Polygender",51,"North Ivy","Queensland","Australia",1
"Trousers","Wool","XS","Agender",51,"Lewiston","Australian Capital Territory","Australia",1
"Trousers","Relaxed Leg","L","Bigender",36,"Goodwinmouth","South Australia","Australia",1
"Shirt","Linen","XL","Female",31,"Davidshire","South Australia","Australia",1
"Trousers","Drawstring","M","Polygender",79,"Port Logan","Western Australia","Australia",1
"Shirt","Casual Slim Fit","M","Bigender",60,"Eliburgh","Tasmania","Australia",1
"Jacket","Coach","XL","Female",40,"Towneport","Northern Territory","Australia",1
"Jacket","Trench Coat","XL","Polygender",53,"Zacharybury","Northern Territory","Australia",1
"Shirt","Oxford Cloth","S","Agender",58,"Lake Mikaylashire","Australian Capital Territory","Australia",1
"Shirt","Denim","S","Genderfluid",27,"East Chasehaven","Queensland","Australia",1
"Jacket","Pullover","M","Bigender",20,"Laraview","Tasmania","Australia",1
"Jacket","Cardigan","XL","Polygender",59,"West Phoenix","New South Wales","Australia",1
"Trousers","Pleated","L","Genderfluid",64,"West Jackfort","South Australia","Australia",1
"Trousers","Tracksuit Bottoms","XS","Non-binary",38,"Callummouth","Australian Capital Territory","Australia",1
"Shirt","Flannel","XL","Male",43,"Matthewstad","Victoria","Australia",1
"Shirt","Polo","S","Female",34,"Jasmineville","Victoria","Australia",1
"Jacket","Coach","L","Bigender",77,"Angelinaville","Tasmania","Australia",1
"Shirt","Chambray","XS","Agender",33,"West Lachlan","Queensland","Australia",1
"Trousers","Relaxed Leg","L","Agender",24,"South Pipermouth","South Australia","Australia",1
"Shirt","Camp Collared","M","Genderqueer",75,"Olivershire","Victoria","Australia",1
"Jacket","Leather","XS","Female",54,"West Chasemouth","Australian Capital Territory","Australia",1
"Jacket","Trench Coat","XS","Genderqueer",67,"Nathanfort","Australian Capital Territory","Australia",1
"Jacket","Shearling","M","Genderfluid",34,"Kiehnburgh","Western Australia","Australia",1
"Trousers","Joggers","XS","Genderfluid",65,"Bartolettifurt","Western Australia","Australia",1
"Jacket","Puffer","M","Genderfluid",80,"Port Aaronton","Queensland","Australia",1
"Jacket","Windbreaker","L","Male",42,"Maddisonmouth","Queensland","Australia",1
"Trousers","Pleated","M","Genderqueer",68,"West Claudia","South Australia","Australia",1
"Jacket","Cardigan","S","Female",55,"Doylebury","Victoria","Australia",1
"Shirt","Oxford Cloth","S","Non-binary",44,"West Annaton","Australian Capital Territory","Australia",1
"Shirt","Oxford Cloth","XL","Genderfluid",75,"East Marcus","New South Wales","Australia",1
"Shirt","Denim","XL","Genderfluid",46,"Sofiaberg","Australian Capital Territory","Australia",1
"Trousers","Relaxed Leg","L","Polygender",53,"Zacharybury","Northern Territory","Australia",1
"Jacket","Denim","XS","Female",63,"East Mason","Tasmania","Australia",1
"Shirt","Mandarin Collar","XL","Male",79,"Walterland","New South Wales","Australia",1
"Trousers","Joggers","L","Genderfluid",37,"West Zoe","Victoria","Australia",1
"Jacket","Windbreaker","XL","Female",52,"Huelhaven","Australian Capital Territory","Australia",1
"Jacket","Pullover","L","Polygender",48,"Monahanside","South Australia","Australia",1
"Shirt","Camp Collared","S","Agender",24,"New Hannah","Australian Capital Territory","Australia",1
"Jacket","Coach","XL","Polygender",70,"Port Kiara","Western Australia","Australia",1
"Jacket","Cardigan","XS","Agender",31,"Bauchton","Northern Territory","Australia",1
"Shirt","Camp Collared","XS","Agender",20,"West Amber","Western Australia","Australia",1
"Shirt","Polo","L","Polygender",24,"West Benjaminberg","Australian Capital Territory","Australia",1
"Shirt","Polo","L","Genderfluid",51,"Port Christopher","South Australia","Australia",1
"Jacket","Trench Coat","S","Genderqueer",25,"New Ava","Queensland","Australia",1
"Trousers","Tracksuit Bottoms","L","Female",78,"Andrewborough","New South Wales","Australia",1
"Shirt","Dress","S","Male",41,"Hartmannshire","Queensland","Australia",1
"Trousers","Wool","L","Agender",74,"Haleybury","Australian Capital Territory","Australia",1
"Shirt","Chambray","L","Polygender",40,"Hackettland","South Australia","Australia",1
"Trousers","Cargo Pants","L","Non-binary",38,"Callummouth","Australian Capital Territory","Australia",1
"Shirt","Henley","XS","Female",52,"Huelhaven","Australian Capital Territory","Australia",1
"Shirt","Cuban Collar","XS","Non-binary",32,"Lake Amelia","Victoria","Australia",1
"Jacket","Pullover","XL","Genderfluid",70,"Thompsonbury","New South Wales","Australia",1
"Jacket","Parka","S","Bigender",23,"North Alex","Victoria","Australia",1
"Shirt","Henley","L","Agender",58,"Lake Mikaylashire","Australian Capital Territory","Australia",1
"Jacket","Parka","L","Female",26,"Jacobport","New South Wales","Australia",1
"Shirt","Cuban Collar","M","Non-binary",31,"South Callum","Tasmania","Australia",1
"Jacket","Trench Coat","L","Genderfluid",73,"Abigailshire","New South Wales","Australia",1
"Shirt","Polo","XL","Non-binary",75,"Smythland","South Australia","Australia",1
"Shirt","Camp Collared","XS","Polygender",63,"Hermistonberg","Western Australia","Australia",1
"Jacket","Shearling","L","Genderfluid",74,"Schneiderbury","Northern Territory","Australia",1
"Trousers","Pleated","XL","Polygender",44,"Port Aliview","Western Australia","Australia",1
"Trousers","Chinos","L","Non-binary",73,"North Josephmouth","Queensland","Australia",1
"Shirt","Cuban Collar","M","Non-binary",80,"East Sienna","New South Wales","Australia",1
"Shirt","Camp Collared","XS","Male",21,"West Grace","Australian Capital Territory","Australia",1
"Trousers","Joggers","XS","Polygender",32,"Aidenton","Northern Territory","Australia",1
"Trousers","High-Waisted","L","Genderqueer",38,"Stokestown","Australian Capital Territory","Australia",1
"Jacket","Shearling","M","Male",25,"Port Eveland","South Australia","Australia",1
"Jacket","Pullover","XL","Genderqueer",67,"Christopherside","Northern Territory","Australia",1
"Shirt","Camp Collared","XS","Genderqueer",34,"Port Annabelle","Northern Territory","Australia",1
"Jacket","Denim","XS","Non-binary",22,"West Cooper","Tasmania","Australia",1
"Shirt","Oxford Cloth","L","Non-binary",68,"Port Harrychester","Western Australia","Australia",1
"Trousers","High-Waisted","S","Agender",23,"Graceville","New South Wales","Australia",1
"Jacket","Shearling","S","Genderqueer",25,"New Ava","South Australia","Australia",1
"Shirt","Henley","XL","Genderfluid",20,"Port Elliechester","Australian Capital Territory","Australia",1
"Shirt","Cuban Collar","XS","Bigender",48,"Port Joshualand","Western Australia","Australia",1
"Trousers","Chinos","M","Polygender",30,"New Beau","Victoria","Australia",1
"Jacket","Denim","M","Non-binary",32,"Lake Amelia","Victoria","Australia",1
"Shirt","Camp Collared","M","Female",43,"North Caitlin","South Australia","Australia",1
"Trousers","Tracksuit Bottoms","XS","Female",78,"Andrewborough","New South Wales","Australia",1
"Jacket","Windbreaker","M","Genderfluid",38,"New Emmastad","South Australia","Australia",1
"Trousers","Drawstring","XS","Male",65,"Port Ella","New South Wales","Australia",1
"Trousers","High-Waisted","L","Genderfluid",45,"Edwardtown","Western Australia","Australia",1
"Jacket","Bomber","XL","Female",34,"Jasmineville","Victoria","Australia",1
"Trousers","High-Waisted","S","Non-binary",75,"Smythland","South Australia","Australia",1
"Trousers","Tracksuit Bottoms","XL","Genderqueer",75,"North Paige","New South Wales","Australia",1
"Trousers","Relaxed Leg","L","Genderqueer",38,"Violetfort","South Australia","Australia",1
"Trousers","Chinos","M","Female",59,"Port Hannahburgh","Australian Capital Territory","Australia",1
"Jacket","Leather","L","Genderfluid",45,"Edwardtown","Western Australia","Australia",1
"Jacket","Coach","XS","Non-binary",76,"Gleasonport","Tasmania","Australia",1
"Jacket","Shearling","XL","Bigender",31,"Port Ashtonhaven","Queensland","Australia",1
"Shirt","Cuban Collar","M","Female",57,"Mayerland","Victoria","Australia",1
"Shirt","Casual Slim Fit","M","Genderfluid",20,"Blakemouth","Northern Territory","Australia",1
"Jacket","Shearling","L","Bigender",49,"Crooksshire","Victoria","Australia",1
"Shirt","Polo","XL","Genderfluid",68,"Beahanfurt","Northern Territory","Australia",1
"Shirt","Casual Slim Fit","XS","Male",24,"Reillyfurt","Victoria","Australia",1
"Jacket","Puffer","L","Polygender",45,"Samuelside","New South Wales","Australia",1
"Trousers","Cropped","XL","Agender",51,"Port Cody","Australian Capital Territory","Australia",1
"Shirt","Henley","L","Female",57,"East Matthewville","New South Wales","Australia",1
"Trousers","Tracksuit Bottoms","XL","Male",71,"Lake Audreyborough","Tasmania","Australia",1
"Trousers","Tracksuit Bottoms","M","Polygender",63,"Georgiatown","Western Australia","Australia",1
"Jacket","Trench Coat","XL","Polygender",63,"Hermistonberg","Western Australia","Australia",1
"Jacket","Cardigan","L","Male",42,"Russelstad","Victoria","Australia",1
"Shirt","Flannel","S","Genderfluid",44,"East Madison","New South Wales","Australia",1
"Trousers","Relaxed Leg","XS","Polygender",34,"East Sophia","Queensland","Australia",1
"Shirt","Denim","L","Bigender",28,"Lake Abigailhaven","Western Australia","Australia",1
"Jacket","Parka","S","Female",60,"West Callumside","Tasmania","Australia",1
"Trousers","Slim-Fit","XS","Polygender",32,"Aidenton","Northern Territory","Australia",1
"Trousers","Chinos","L","Non-binary",68,"Port Harrychester","Western Australia","Australia",1
"Shirt","Linen","XS","Agender",27,"Harrismouth","Queensland","Australia",1
"Jacket","Shearling","L","Bigender",68,"Declanton","South Australia","Australia",1
"Jacket","Trench Coat","L","Genderqueer",63,"West Jessica","Queensland","Australia",1
"Shirt","Linen","S","Genderfluid",27,"New Isaac","Victoria","Australia",1
"Shirt","Camp Collared","XL","Female",57,"East Matthewville","New South Wales","Australia",1
"Trousers","Chinos","S","Polygender",44,"Port Aliview","Western Australia","Australia",1
"Jacket","Cardigan","XS","Polygender",79,"Port Logan","Western Australia","Australia",1
"Shirt","Flannel","XL","Agender",25,"Islamouth","Western Australia","Australia",1
"Jacket","Denim","L","Male",42,"Russelstad","Victoria","Australia",1
"Jacket","Cardigan","XS","Polygender",26,"Port Chloe","New South Wales","Australia",1
"Trousers","Cropped","XS","Male",26,"Alexanderland","Queensland","Australia",1
"Jacket","Coach","XS","Bigender",49,"Crooksshire","Victoria","Australia",1
"Shirt","Cuban Collar","XL","Genderqueer",25,"New Ava","Queensland","Australia",1
"Shirt","Dress","M","Non-binary",74,"West Lukeshire","New South Wales","Australia",1
"Trousers","Joggers","M","Genderqueer",71,"Handborough","South Australia","Australia",1
"Trousers","Wool","L","Bigender",53,"O'reillychester","South Australia","Australia",1
"Jacket","Peacoat","XS","Non-binary",23,"Gracemouth","Northern Territory","Australia",1
"Shirt","Oxford Cloth","L","Genderqueer",60,"Harveyside","Tasmania","Australia",1
"Trousers","Relaxed Leg","S","Bigender",53,"O'reillychester","South Australia","Australia",1
"Trousers","Cropped","L","Genderfluid",61,"Johnstonshire","Australian Capital Territory","Australia",1
"Trousers","Tracksuit Bottoms","XS","Bigender",77,"South Nathan","South Australia","Australia",1
"Jacket","Bomber","L","Genderfluid",27,"East Chasehaven","Queensland","Australia",1
"Shirt","Henley","S","Genderfluid",32,"Port Sarah","Queensland","Australia",1
"Shirt","Henley","XS","Female",63,"East Mason","Tasmania","Australia",1
"Jacket","Puffer","M","Genderqueer",73,"Kiehnchester","Tasmania","Australia",1
"Trousers","Cropped","XS","Agender",49,"East Hayden","Australian Capital Territory","Australia",1
"Shirt","Henley","XL","Female",36,"Shieldschester","Tasmania","Australia",1
"Shirt","Polo","L","Non-binary",23,"South Hannahstad","Victoria","Australia",1
"Shirt","Oxford Cloth","M","Female",27,"Trompview","Tasmania","Australia",1
"Shirt","Casual Slim Fit","XS","Bigender",20,"New Jadehaven","New South Wales","Australia",1
"Shirt","Oxford Cloth","XL","Non-binary",61,"Port Ellaside","New South Wales","Australia",1
"Jacket","Trench Coat","XL","Polygender",63,"Georgiatown","Western Australia","Australia",1
"Shirt","Polo","S","Genderqueer",61,"Liamton","Queensland","Australia",1
"Trousers","Slim-Fit","S","Non-binary",23,"Gracemouth","Northern Territory","Australia",1
"Shirt","Denim","L","Genderqueer",38,"Violetfort","South Australia","Australia",1
"Jacket","Parka","XS","Genderfluid",35,"Claudiaview","Western Australia","Australia",1
